,rating,reviews
40,"[('5', '9'), ('4', '8'), ('3', '0'), ('2', '0'), ('1', '1')]",[]
41,"[('5', '4'), ('4', '14'), ('3', '9'), ('2', '7'), ('1', '3')]","[('697123573', ' August 2019', 'This restaurant has very nice ambiance and very friendly people. They serve Thai style culinary but modernize with French touch, some is too much like the tom yam , i loose the fresh fragrance of Bangkok street food tom yam, here is mixed with vegetables...', None), ('669840812', ' April 2019', 'We came across this restaurant while walking around the Le Marais area and it was reasonably busy on a late Monday evening. Food was quite good but service was a little slow. Prices were OK.', None), ('665549559', ' April 2019', 'I felt like Thai food and found this on the map close to where I am staying. No reservation and although it was pretty full no problem getting a table. They took my order promptly and got my wine and water and appetizer out very...', None), ('639520746', ' December 2018', 'Place to have a quite dinner with some friends.\n\nWent there by chance since we were looking for another place....\n\nHad nems as starter, which were nice, just some salad missing and maybe they shall consider doing them a bit bigger.\n\nAs a main, went...', '2'), ('632778952', ' November 2018', 'We went on a quiet Monday evening so they were not busy and therefor the service was ok. It was expensive and although the food was tasty it was nothing special. I would return but not for a special occasion.', '3'), ('616868920', ' September 2018', ""Probably even better than many in Thailand, my wife & I hit this place at least once every time we visit Paris. We've always had good service, usually very friendly and fairly efficient. Some of the dishes are so-so like the red curry chicken (a..."", None), ('605757764', ' August 2018', 'We had Dinner there on saturday evening, August 11. 1 and 1/2 waitress for the entire first floor. The result: Not as a surprise: Chaos and wating Hours for our dishes. A couple two Tablets next to us left in the middle of the evening.......', '1'), ('603075777', ' August 2018', 'This is not really a negative review. The restaurant is just very average.\n\nWere hungry and craved for Thai-food, and went window chasing in Marais, Paris. \nWe choose this one based on hunger, not other criteria. \n\nMenu is variated and quite extensive. We had a...', None), ('534057268', ' September 2017', ""It's all round a very good restaurant but the portions are not very good however quality is better than quantity. Genuine Thai Food. Service is good."", None), ('506864624', ' July 2017', 'We ate at the restaurant two times since it was near our apartment. The wait staff spoke English and were VERY friendly. The restaurant decor was subtly beautiful. This was some of the best Thai food we have ever eaten. It is weird saying this...', None)]"
42,"[('5', '19'), ('4', '9'), ('3', '2'), ('2', '1'), ('1', '0')]","[('741787887', ' January 2020', 'We went here for lunch as they had some vegan options but the food was very average. The wrap I had was fairly tasteless whilst my girlfriend had a hot meal that was slightly better but still fairly tasteless. There are plenty of other restaurants...', '2'), ('740269327', ' January 2020', 'Fantastic lunch - period. A well prepared, large and incredibly tasty salad is what you should expect here. I had the Surf and Turf and I am sure to come back for more as the menu is fairly large and looks delicious.', '2'), ('694649745', ' August 2019', 'This is really good place for a light lunch. Salads are big and very fresh. Avokado prawn salad and Salmon spring salads were both extra tasty. It is often crowded when lunch time.', None), ('694613987', ' July 2019', 'I don’t know what more describe this place; a sallads bar with some other dishes. Fresh, clean.. as you should expect it to be... but frankly.... this place is a little boring... but for the most people this is “ok” with no higher expectations...', None), ('658791295', ' March 2019', 'For over a year I use to go at least 4 times a week to eat there, downtown Hamburg , since my German classes are a few blocks down, brought with me a lot of friends , and in the last couple of months I...', None), ('634425788', ' November 2018', 'Bright, clean and friendly. I had the vegan green thai curry which was so full of flavour and had just the right amount of heat. Husband had the prawn green thai curry which he said was equally as good. Smoothies and juices also really tasty....', None), ('632215545', ' November 2018', 'We were here the third time and it was excellent again! Good fresh meal for fair prices!\nIf you like healthy and fresh food you have to visit Dean&Davids!', None), ('617021536', ' September 2018', 'Good for breakfast, lunch or dinner; they have sandwiches, wraps, salads, curries, desserts, delicious drinks (e.g. matcha/kombucha), all from natural & fresh ingredients! Heaven, if you ask me. Especially when you can find these pearls on public transport stations, and they are very well kept...', None), ('616245780', ' September 2018', 'Good to know that here vegan is always vegan as they do serve meat too. \nWe got carrot-kokos-ginger soup (vegan) and a grilled vegan sandwich and two ‘black’ Fritz-Kola (vegan too). Great taste 😁\n\nSoup for €4,65 and sandwich for €3,65. Not expensive. \n\nFriendly and...', None), ('566688475', ' March 2018', 'We had a light lunch, then Thai curry early evening, both were really tasty, and excellent value.  Highly recommend.', None)]"
43,"[('5', '3'), ('4', '3'), ('3', '1'), ('2', '0'), ('1', '1')]","[('737599480', ' January 2020', ""French bar usually don't have music, so always nice to come to a place with good music nice people, sport on TV and good happy hour with beers for 5€ for 50cl\nHH until 9pm\nLive music few days a week"", '2'), ('566283119', ' March 2018', ""Perhaps you might think going all the way to Paris to drink at a British themed pub is a waste but after you have sat outside a Montparnasse café watching waiters avoid you like a red headed step child, you may walk through it's doors...."", None), ('546428232', ' December 2017', ""We came here to watch the derby of Manchester and they didn't even have a decent tv connection. Not to mention the fact of not turning on the volume, which ruins the atmosphere. Definitely not the place to enjoy a football match."", '1'), ('459783260', ' February 2017', 'Not far from our layover hotel, the Pullman. Easy to find. Good beer selection including Kilkenny Irish Ale, limited food menu. Open late hours on weekends. Sometimes crowded, low ceilings.  Feels like a pub.', None), ('410398011', ' August 2016', ""This is an unpretentious no frills pub, and I mean pub. Booze, no food except nibbles. Sports orientated and have extensive coverage of most live sports. If they are not showing what you want they'll find it for you. Good mixture of locals and tourists..."", None), ('288106174', ' July 2015', 'Good english pub to have a drink or watch football or rugby games. Nice and friendly staff. Dancing club after 11.00 PM. Beers ans cocktails are good and not that extensive especially during happy hour. Highly recommanded if you are close to Montparnasse.', None), ('272159455', ' May 2015', 'An English bar, near the Montparnasse tower, which seems well frequented by locals and after work drinkers. A few special offers on the boards and maybe a bit dark inside but worth a stop if you want a quick pint.', '1'), ('250937760', None, 'Excellent English Pub. Even better. They have a proper pint of Guiness!!!  Quiet and relaxing on a Sunday night.   Trying to make this 100 characters and cant think of anything further regarding a pub. But tey it if in Montparnasse.', '1')]"
44,"[('5', '1'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('771546961', ' September 2020', 'Aya bistrot II is a surprise. We left the selection of dishes to the sushiman Cicero and make no mistake. More generous portions than we are used in japanese restaurants. The space is simple, but is worth the trip.', '2'), ('585144541', ' June 2018', ""Por acaso de uma vontade súbita da minha esposa viemos experimentar este restaurante. Apesar da aparência humilde, serviram sushi de excelente qualidade, extremamente saboroso, incluindo lombo e barriga de atum com sabor delicioso.\nBy chance of my wifes' sudden fancy we decided to try this..."", None)]"
45,"[('5', '7'), ('4', '2'), ('3', '3'), ('2', '0'), ('1', '3')]","[('774187860', ' October 2020', 'The refurbishment has been good and the open space at the back of the pub, with umbrellas is good for those who want to drink outside and smoke. Rather spacious outdoor area. \n\nBartender Kirill is warm and welcoming, well groomed and smart. Barmaid Martina is...', None), ('770053802', ' September 2020', 'We went on a Saturday afternoon at 5pm. The place was empty with only one other person. We got told to leave because we had a baby with us. The baby was only 7 months old. Terrible.\n\nI have never been treated so badly. I...', None), ('761501035', ' July 2020', ""Manager had a real issue with us having a baby with us. Ending up telling us we couldn't stay. I get no children rules but this was a babe in arms on a Saturday afternoon - why let us in in the first place? Man..."", '2'), ('750946906', ' March 2020', 'We visited this pub on our tour of Spitalfields Market while on a trip to London.  After selcting our drinks my partner went to pay only to be told by both the bar staff that they would not accept our £20 note.  Apparently the owner...', '2'), ('750121794', ' March 2020', 'Stumbled across this pub as I needed the toilet but after a couple of pints and a break in between I ended up staying all night. Friendly service, really good choice of beers and a pleasant atmosphere, a nice hidden gem off the beaten track.', None), ('749927212', ' March 2020', 'Very authentic place with large of beers on tap. I love all pale ales they offered me. The staff is very friendly and patient (as I ask questions about beer). Food is also good - nice sharing platters for a few persons and delicious roasted...', '1'), ('746274722', ' February 2020', 'We was for few beer whit colleagues and the have Beautiful selection of beer and very nice service from staff Kiril we will be back soon...', None), ('745685238', ' February 2020', 'Good pub, has a huge amount of beer selection on tap. Not a particularly cosy pub and has lost the traditional element but still a nice place.', '2'), ('741107729', ' January 2020', 'After discussing this area of London with others, whilst socialising in Wimbledon, the night before, I decided to investigate this pub, once again, with a colleague, after a half day’s work.\n\nIt had been many years since I last came in here - the last...', None), ('729567239', ' November 2019', 'Renovation looks great, and the pub has a nice atmosphere with plenty of good beers on tap. But, £5.80 for a pint of Amstel is high even for this area of London. Cheapest lager is £5.50. \n\nBetter walking further on to the Williams Ale &...', '1')]"
46,"[('5', '3'), ('4', '5'), ('3', '8'), ('2', '11'), ('1', '9')]",[]
47,"[('5', '126'), ('4', '88'), ('3', '36'), ('2', '16'), ('1', '7')]","[('762704150', ' March 2020', ""Seems somewhat a hidden gem, it's in a fairly central location however the restaurant was very quiet when we visited. It's lovely and plush inside though and very comfortable seating and ambience for a relaxing evening. Service is great and all staff are very friendly..."", None), ('749671732', ' March 2020', 'Nice Brasserie near Grand Place. Friendly service. Waiting time for the Entrecôte: 30 minutes. Leffe draft beer was out so they offered me a similar one.\nGood presentation of the 350g Entrecôte which was a big thin piece of meat so it was more medium...', '1'), ('749231231', ' March 2020', 'I travel a lot and I can say the burguer is one of the best I had in my life. Super fresh everything.Amazing burguer with amazing beer and top service. Strongly recommended', None), ('749216099', ' March 2020', 'I had a great chicken stew during a quick lunch. the dish was well cooked and tasty and served after 10 minutes (or even less) from the time of my order. The service was extremely polite, especially Ashraf, who was careful and attentive.\nI will...', None), ('748186613', ' February 2020', 'Good vibes, atmosphere is lively, friendly staff, copious portions, and locally sourced ingredients for a taste of the classic Belgian dishes. \nHad the mussles with white wine sauce. Very fresh and perfectly cooked! It came with the yummy golden crispy fries. The restaurant has variety...', '2'), ('747902930', ' February 2020', 'Good food and nice waiters! The server Ashraf will take good care of you and your company. Very pleasant visit.', None), ('747900164', ' February 2020', 'Very good Belgian food, excellent service by Ashraf. Relaxing atmosphere, nice music. Thanks a lot!!', '1'), ('747595815', ' February 2020', 'I went mid afternoon so no problem with seating or waiting. The service was good and pleasant without being exceptional (a tall order!)\nI had Liege meatballs. Very rich and tasty.', '2'), ('747388520', ' February 2020', 'Dropped in for a quick bite. Atmosphere was relaxing and my waiter, Ashraf, had a great demeanor and was always around at the right times and patient... I needed that. Good food and great service.', None), ('746577701', ' February 2020', 'Excelent place for good beer! Staff was friendly and we met Rodrigo, super nice guy!! Definitely a place to come back when in Bruxelles!', '2')]"
48,"[('5', '49'), ('4', '35'), ('3', '7'), ('2', '2'), ('1', '6')]","[('716044068', ' October 2019', 'Went and had a menu Del dia (3 course meal) we asked for the included dessert and we were given 2 options brownie and another of the menu and there were about 5 on the list. So we chose both of the 2 options given....', None), ('697468536', ' August 2019', 'A great place for a coffee or, in our case, sangria and some hummus as a snack. Good range of food - run for good causes as well. Recommended.', '1'), ('697467335', ' August 2019', 'I see exactly what another reviewer meant about reminding them of Budapest ruin bars! We were recommended this café for the Sangria - it is excellent. The place takes some finding but it is run in support of good causes - getting unemployed back to...', '1'), ('694836315', ' July 2019', 'We stumbled in here by accident. It is rather like a small ruin bar from Budapest or pop up bar with mismatching tables, chairs and furniture. The atmosphere is very good and well worth a stop off for a quick drink or something to eat....', None), ('693962949', ' July 2019', 'We stumbled upon this place and went in because of the quaint & shabby/chic style of the tables & chairs. The food exceeded our expectations. It was delicious.\nThis is a non profit business- the aims are to train staff etc. Really lovely place. Little...', '1'), ('692340812', ' July 2019', 'Nice and relaxing great staff,  very attentive.  Nothing was a problem. Definitely come again. Teheran managers during the day are excellent and food was nice as well, I I would definitely give it a go as Barcelona was a let down for small bars till...', None), ('681409852', ' September 2018', 'I loved this place, the ambiance, the feel. Dishes were very- well cooked and original, a must in El Born area!', None), ('677871219', ' May 2019', 'My wife and I stopped by late afternoon today to enjoy a few tapas and beverages.  We sat down at the only available table which was still not cleared and waited twenty minutes while those around us were being served and reserved. NO ONE came...', None), ('669917422', ' April 2019', 'This location is all about community service. It’s gaol is non profit. That said it has a cool local ambience with a modern twist. Food is good for veggie and meat lovers and they serve local brews and nice drinks. We stopped here for an...', '1'), ('663986748', ' April 2019', 'We went here for lunch. The place looks a bit alternative. This is a social project, sometimes the staff needs help from their mentor. All were very friendly and helpful. The food was very tasty (we had veggie burger & chicken bruchetta). They have craft...', '1')]"
49,[],[]
50,"[('5', '1'), ('4', '1'), ('3', '2'), ('2', '0'), ('1', '3')]","[('714095224', ' March 2019', 'I was there in late winter, the food was ok , this is my second visit to this restaurant, price and food are ok worth the money', '1'), ('670584432', ' May 2019', 'Actually quite good for the amount. I highly recommend and the fried chicken is amazing. Just right next to the fountain. Easy access', None), ('604293975', ' August 2018', ""Pics talk by themselves. We couldn't manage to eat it although we were so hungry. Too much D\ndisappointing!"", None), ('552067197', ' January 2018', 'Shared 1 large take out box with my friend as a light lunch. I really enjoyed the fried chicken which was quite delicious, but fried rice was soso. My friend who tried other dishes there before said fried chicken is the only menu she recommends,...', None), ('546802245', ' December 2017', 'Everything tastes weird. From the noodles to the prawn crackers. I was starving so it was the first thing I saw on the street after Burger King lol', None), ('497659410', ' July 2017', 'We have been here a few times and always found it very nice. Good choice of sushi, which is very good for a Chinese buffet. The noodles are always warm and tate great when you put one of the meat or vegetable dishes on them....', None), ('404050853', ' August 2016', 'My friend and I went to to this restaurant on the strøg in Copenhagen. Outside there was a sign saying, that there was these chinaboxes and then you could see what was available to put in your box. We decided to go inside and pay...', '1')]"
51,"[('5', '5'), ('4', '2'), ('3', '0'), ('2', '1'), ('1', '1')]","[('778469460', ' December 2020', 'Food is awesome!! Hot and tasty. I get it delivered and they are always on time and friendly. Great job guys!!!!!', None), ('771245992', ' September 2020', 'Best FOOD probably in the whole of NW10. I order sometime through just and some times I pick there shop is sooo nice and clean. The Food is tasty. What I picked up the biggest priority for them is customers service. I always always get...', None), ('759645918', ' April 2020', 'Hi had been a weekly customer of this takeaway before 2017 and late 2019, however all of the friendly staff I knew got rotated out of the business and the food became of poor quality, oily and tasteless.\n\nOn top of this and to further...', None), ('682358222', ' June 2019', 'Amazing Pakistani food but average service. best to use Just Eat to place the order rather than placing it with the guys directly.\n\nFood is amazing and absolutely authentic. lamb Nihari, Dum Biriyani, Desi korma, Fish tikka masala, paya, Halim are all very good.', '1'), ('546117460', ' December 2017', 'Thanks you so much , keep it up , Best Pakistani Food after Long time , new management really look after there customer , it was busy when I went inside , but they quickly took my order , grill food are best , highly...', None), ('525109814', ' July 2017', 'Lahori Tikka masala is very famous and tasty. Staff is very prompt in service, neat and claed place to enjoy tasty food items and take rest while on move', '1'), ('524347311', ' September 2017', 'I ordered some food and it was delivered, a little of the rice has spilt in the bag, I called up to explain and the manager was extremely gracious and apologetic and confirmed that I could have the same order delivered for free at a...', None), ('483652420', ' May 2017', 'Shockingly bad.\nAll dishes were swimming in grease, like to an awful level of grease, like over an inch of oil.\nThe 3 dishes, massala, korma and biryani were all green chilli hot, as in burning our mouths off and meant to be mild.\nThe...', '1'), ('481068525', ' May 2017', 'Ordered a takeaway online and was promptly telephoned informing me that one of the choices was not available.  It was replaced with something suitable and collected literally 15 minutes later.\n\nA great small place near the station with ever so friendly staff.  It appears to...', None)]"
52,"[('5', '1'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('672334717', ' May 2019', 'My friend and I ate here. The dinner bowls were quickly served. And the dinner bowls were delicious. The pair of workers were friendly and helpful. There’s a small place to eat inside.', None), ('670720967', ' April 2019', 'If you are staying or walking nearby, definitely  stop in for the delicious Bo Bun.  It was wonderful and the couple cooking and running the restaurant are so seeet.  We went twice during our one week stay.', None)]"
53,"[('5', '269'), ('4', '109'), ('3', '27'), ('2', '26'), ('1', '20')]","[('783779453', ' February 2021', ""Little Venice is my families favourite restaurant and we've missed going to it during lockdown.\nFor my son's birthday all he wanted was for the restrictions to be lifted so that he could go to Little Venice. Unfortunately this couldn't happen so we brought Little..."", None), ('779507650', ' December 2020', 'Rang ahead and ordered a takeaway. When I arrived to collect, the lady was rude and told me to wait in my car. She obviously forgot about me as I had to go back in to remind her that I was still waiting. When I...', None), ('778642866', ' December 2020', ""Popped in for lunch today with a friend and can't say enough about the place service was fast attentive and made you feel very welcome excellent value for money and the food was lovely as well. shall definitely return to support during this tough times..."", None), ('777369113', ' November 2020', ""We ordered our food for delivery under Lockdown restrictions. I explained it was for my daughter's birthday. The food was delicious, both pizza and pasta dishes. Service and promotness also excellent. But they also included a card and gift for my daughter. So lovely! Extremely..."", None), ('771562667', ' September 2020', 'Having come to this restaurant for many years and only given a good review when restaurants reopened I was shocked to find that after making a reservation for last Saturday week, I found that the restaurant was having what appears to have been a party....', None), ('770117243', ' September 2020', 'Like a lot of people in the current situation and being high risk I need to ensure anywhere I go has extremely high health standards - was thrilled with Little Venice and how they are leading the way!!! \nWe have always gone here as it’s...', None), ('770020666', ' September 2020', 'Thank you little venice for an amazing evening. The staff and food were absolutely amazing. We had an amazing time.', None), ('769854494', ' September 2020', 'Many refused the booking.\nLittle Venice took it, played it most successfully. \nTables of 6, well distanced. \nFull a la Carte Menu. \nIncredible logistics. \nMenu is locel Venesian, with regional Variations.\nChefs worked Majik. \nChokran Jaseelane.\nWaiting staff had no problems, though they were constantly...', None), ('767806135', ' August 2020', 'This used to be a lovely place to dine out with the kids. Not any more. It has become more a place to be tolerated  clinical and unwelcoming. Our pizzas took nearly half an hour and I feel the prices have risen since they reopened....', None), ('766128286', ' July 2020', 'We have eaten in this lovely restaurant many times in the past and always had a good meal and a good price. Staff are friendly and the menu is varied and caters for a wide variety of tastes. \nWe were anxious a few weeks ago...', None)]"
54,"[('5', '123'), ('4', '59'), ('3', '13'), ('2', '12'), ('1', '6')]","[('767211172', ' August 2020', 'I booked on the fork with 50% discount and to be completely sure of the discount I asked the waiter about it and he told me that the discount will be applied on everything on the menu apart from the drinks and from two special...', '2'), ('760955143', ' July 2020', 'Had a night out with my wife and son. Found this place on Tripadvisor. My son and I had gullasch-soup for starters, and we all had their tenderloin-steak with different sides.\nEverything was delicious. The service was very attentive and polite. \nA lot of value...', None), ('759026792', ' July 2020', 'I ordered a Heineken. Either it was no Heineken or it was 3 hours old. Tasted flat and was not cold.\nThe Steak was undercooked. I ordered well done it there was blood dripping out. He took it back to the kitchen, but timing is...', '1'), ('733628130', ' December 2019', ""This was the best meal I've had for a long time. We were the only table in there, but felt comfortable and the waiter was very polite and made us feel welcome. We went for the table grill for two. The seasoning on the meat..."", '1'), ('727993795', ' November 2019', 'Large party of multi nationality’s, more than happy to help. Had a sharing meal, which was huge. Meat was all fabulous. Hungarian Waitress was lovely too. recommend.', '1'), ('715830443', ' October 2019', 'Ricardo was very good. Good steak, great service! The food came quickly, cooked perfectly and with a smile', None), ('715826293', ' October 2019', 'We visited this restaurant with a group of friends. The food was amazing and the service provided was very good. Never had an Argentinian steak before, but the tenderloin steak was fabulous. This restaurant was well worth a visit.', None), ('714130046', ' September 2019', 'I was walking alone on the streets of Amsterdam looking for a good restaurant to eat meat.  This restaurant was not the best in terms of recommendations however was closed enough to me.  \nThe restaurant was quite empty and i was worried about it at...', '2'), ('713162210', ' September 2019', 'In Amsterdam on business and took a couple of colleagues here for an evening meal. We walked past a lot of great looking, fantastic restaurants but I was adamant that if they wanted the best Argentinean Steak grill then they had to come here.\n\nThis...', None), ('708236054', ' September 2019', 'My friend ordered prime rib and onion rings.  I ordered ribs and fries.  The steak was very good but the ribs were fabulous.  I can\'t imagine there being better.  The ribs were tender ""fall off the bone"" coked, moist and full of flavor.  No utilities...', None)]"
55,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('356847022', ' March 2016', 'This is our choice when we want sandwiches or salads for quick lunch. Also our international business guest are happy with quality.', None)]"
56,[],[]
57,"[('5', '0'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('127833006', ' April 2012', 'Excellent value for money and very popular. Strange spot though.', None)]"
58,"[('5', '5'), ('4', '2'), ('3', '0'), ('2', '0'), ('1', '1')]","[('770634902', ' September 2020', ""Walk in front of this place, and you'll probably notice an elegant restaurant. Walk inside, take a seat, and look around: you might find something very pompous about the decor, perhaps in agreement with the style of some guests, whose elegance was very superficial.\nAs..."", '1'), ('681859440', ' March 2019', 'Excellent food, good service, nice pricing. I have been there 3 times and definitely come back again.', None), ('652757075', ' February 2019', 'Offers no stop eating for the fixed price subject to one condition - should some food remain on the plate - pay additionally )', None), ('616748051', ' September 2018', 'Very good quality of Sushi, very fast service and nice people! Simply very good :)\nSuper quality/quantity ratio for the ""all you can eat"" Menu', None), ('488413671', ' May 2017', 'I go a lot with friends for the all you can eat dinner and it is on of the best in the city. I can never wait for the next time to go! Fairly priced for a dinner.  Staff is usually quite friendly and timing...', None), ('469697199', ' February 2017', 'Cozy atmosphere, good quality, fast service... unique experience!\nThis is my favourite restaurant in Milan!!!', None), ('357068751', ' March 2016', 'We were looking for a sushu AYCE and decided to try this place thanks to the tripadvisor comments. We can confirm that the quality is very good, normal prices though. (50 euro for 2).\nMenu is quite interesting with a lot of selection. Ice cream...', None), ('300836013', ' August 2015', ""Few words about it. Get in and enjoy the best sushi in Milano. Let's try spring rolls and smoked salmon"", '1')]"
59,"[('5', '1'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]",[]
60,"[('5', '7'), ('4', '7'), ('3', '0'), ('2', '2'), ('1', '2')]","[('779066833', ' December 2020', 'Used to be great, but I went last week and it has closed down and gone.\nGermandeli is available on line only.', None), ('778127337', ' November 2020', 'Nearly all the products I wanted to order from their on line site were out of stock. I can understand it maybe difficult to manage stock levels for fresh products like wurst but to run out of products like potato pancake mix and mustard which...', None), ('774892985', ' October 2020', 'I placed an online order, and selected a delivery date. But the delivery date came and went with no despatch email. I contacted them via email and they told me something had happened with my PayPal payment, without going into any detail. PayPal showed that...', None), ('745176894', ' February 2020', 'After visiting Germany quite frequently over the past few months, I’ve developed a love of Lebkuchen which is German gingerbread. \n\nI was craving it BADLY and I discovered this store online whilst trying to find where I could purchase some in London. \n\nThe store itself...', '1'), ('737578076', ' December 2019', 'We tried this shop again after a long pause, and we were not disappointed. Considering how small the shop is, the range of products is pretty good, and we found some very nice seasonal, ie Christmas, goods. The staff were very friendly and most helpful.', None), ('733962224', ' December 2019', ""The German Deli has been here for years. It's usually extremely busy with the staff rushed off their feet but still super efficient (if a bit brusque in a cliched German way occasionally.)  \nIf they don't have your desired product in stock, they'll usually order..."", None), ('733771008', ' December 2019', 'Poor attitude on the part of customer service representatives and management. they made an error in accepting my order and then cancelled it on the basis that it might not get to me in time. despite me telling them that i would gladly accept that...', '2'), ('696680652', ' August 2019', ""I used to order my German deli stuff from another website, who let me down with poor service and an outdated error prone website. Up until last week, I didn't know about these folks. I live in the Scottish Highlands, and even when I lived..."", None), ('695185674', ' August 2019', 'Long line for the bratwurst, but it was worth it. Very tasty with homemade sauerkraut. One of the better spots in the market.', '5'), ('660080411', ' March 2019', 'We ventured to The German Demi as the last stop after exploring Borough Market. It came highly recommended from a friend and he was right. Its on a side street near the market yet was not busy at all, compared to the market. They have...', None)]"
61,"[('5', '0'), ('4', '2'), ('3', '0'), ('2', '0'), ('1', '0')]",[]
62,"[('5', '2'), ('4', '0'), ('3', '1'), ('2', '1'), ('1', '1')]","[('413180598', ' August 2016', 'Why people go to fast food places when there are fabulous little bars like this amazes me. Found this place off La Rambla, small and friendly. We had 4 drinks and 5 dishes the bill came to €30. I much prefer these places than the...', None), ('373656480', ' May 2016', 'On a side way of the ramblas. Small but typical Spanish tapas restaurant. Lovely tapas. Great food for reasonable price.', None), ('285599037', ' July 2015', 'Not so great.  Reviews were good but the place was yucky and food was ok. Service was wonderful thought. Very nice staff. Would not go back.', None), ('283548365', ' June 2015', 'I honestly do not understand why one person (only one) bothers to write a negative review when all the other reviews (and I really mean all the other reviews) are either very good or excellent.\nIt is either a case of all other reviewers not...', None), ('227783841', None, 'It is extremely hard to understand the previous comments. This is just a standard touristic place with the same semi-industrial food as almost anywhere else in this area of the city: greasy tapas and so on. There is no reason to get there.\n\nIn addition...', None)]"
63,"[('5', '540'), ('4', '275'), ('3', '86'), ('2', '40'), ('1', '48')]","[('763371707', ' August 2020', 'I have tried once and than every day of my visit in Budapest. Fresh and warm pita, delicious Hummus and falafel. You have to visit, high recomendation.', None), ('756851512', ' March 2020', ""The food is just simply perfect. Delicous and healthy! The hummus complete can fill me, even if I'm extremely hungry.  The staff is superkind and helpful, the prices are 100% reasonable."", None), ('749878764', ' March 2020', 'We love eating here. The place is big, so.you always get a table. The waiters are super nice and friendly. The food is delicious and the prices are fair. Also they have a discount for students.', '1'), ('747389843', ' February 2020', ""I hate this place, I really do -- there's SO MUCH interesting food to try to Budapest, and yet, nearly every damn day, I'm like, orrrrr, I could get cheap, quick, reasonably nutritious and super delicious hummus and falafel. also, I need more of the..."", '1'), ('747381171', ' February 2020', 'Good location for a quick lunch. Food is prepared fresh for you and served quickly. Their homemade lemonade is tasty and recommended to taste it. Loved their hummus and will be back', '1'), ('747346199', ' February 2020', ""We'd passed this restaurant a few times during our stay in Budapest and decided it would be a great place to have lunch on our final day. Knowing it was going to be our main meal of the day, my husband and I both chose..."", '2'), ('746783354', ' February 2020', 'This restaurant has a good price and a good quality of the food. Everything is fresh and it is well cooked. An authentic israeli food.', '1'), ('746038930', ' February 2020', 'Nothing special at all... you enter an Israeli/Arabic restaurant and expect them to know how to make tabouleh, but it was nothing close...it was more like cucumber salad with a little of parsley. Cucumber doesn’t even go in tabouleh!The “chili sauces” were not spicy at...', '2'), ('745825017', ' February 2020', 'Should be renamed to chipbar. The hummus is very average but the chips are fantastic. Nothing special despite having good reviews', '1'), ('745141989', ' February 2020', 'Just popped in here and were not disappointed.  The food was quick, hot and lovely.  The staff were very friendly', '1')]"
64,"[('5', '1,486'), ('4', '570'), ('3', '134'), ('2', '77'), ('1', '63')]","[('780925461', ' February 2020', 'I enjoyed my visit from the first moment. The décor was fantastic, sophisticated, and luxurious. I couldn’t stop taking pictures, which probably wasn’t the most elegant thing I’ve done, but now you can view them attached to this review. The prices are high, so I...', '1'), ('758491754', ' June 2020', 'On day one of  our ""back to the new normal"", June 29th, I decided the long wait for the best fish and chips in Dublin has been far too long and turned up without a booking toward the end of lunch hour (2.05).. Got a...', '2'), ('780166245', ' January 2020', 'Had lunch here a number of times. Great fresh fish and efficient friendly service . Booking essential', '1'), ('770913478', ' August 2020', 'Matt the Threshers feels more like a welcoming home than a restaurant. We live nearby and go frequently for light lunches and dinners. Every time we go, the staff are beyond friendly and helpful. The food is always delicious!\n\nSundays with the pianist are magical....', '1'), ('769904165', ' September 2020', 'This is a restaurant... great food, drinks and service ... well worth a visit and difficult to match', None), ('769127050', ' August 2020', 'We dined here as a celebration for our daughter’s birthday and health all clear. It was our third visit and once again we were delighted with the wonderful ambience. We always feel so relaxed here.  Our waitress was friendly, attentive and efficient and the food...', '2'), ('768156056', ' August 2020', 'From the moment we walked in we were greeted by friendly and competent staff who could not have been nicer. The food was excellent, the service was efficient and the atmosphere was  so pleasant. I just happened to mention in passing that it was a...', '2'), ('767804646', ' August 2020', 'Had the pleasure of visiting this fine restaurant. Staff very friendly and efficient.  Lovely ambience in the area we were seated which had a  wall full of books....something to read maybe if your company is a tad dull? We both had the scampi and chips,...', None), ('767610735', ' August 2020', 'I liked the place, the location, the seafood I have ordered and the excellent service. I’ll be back no doubts 😉', None), ('766481837', ' August 2020', 'From the time we booked, just pure excellence, all staff so happy & friendly. Food amazing. Great sizes I got the steak (felt like I got the portion of half a bovine ) fabulous list of seafood,Fabulous list of all type of food on the...', None)]"
